workerid,block_number,predicate,crit_noun,noun,class,other_noun,wrongs,nounclass,speaker_order,qud,response_other,response,block,slide_number
58,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.56,"""priors""",11
58,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.98,"""priors""",12
58,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.98,"""priors""",13
58,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.5,"""priors""",14
58,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.5,"""priors""",15
59,"""1""","""rational""","""men""",NA,NA,"""women""",0,"""gender""","""female/male""","""are""",0.33,0.19,"""cover_stories""",3
59,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",1,"""nationality""","""female/male""","""who""",0.5,0.87,"""cover_stories""",4
59,"""1""","""polite""","""People in their 50&quotechars""",NA,NA,"""People in their 20&quotechars""",0,"""age""","""male/female""","""who""",0.48,0.84,"""cover_stories""",5
59,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""male/female""","""are""",0.55,0.88,"""cover_stories""",6
59,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.62,"""priors""",8
59,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.63,"""priors""",9
59,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.35,"""priors""",10
59,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.82,"""priors""",11
59,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.52,"""priors""",12
59,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.58,"""priors""",13
59,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.67,"""priors""",14
59,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.7,"""priors""",15
60,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",0,"""age""","""female/male""","""are""",0.52,0.79,"""cover_stories""",3
60,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",0,"""nationality""","""female/male""","""who""",0.5,0.83,"""cover_stories""",4
60,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""female/male""","""are""",0.51,0.82,"""cover_stories""",5
60,"""1""","""rational""","""men""",NA,NA,"""women""",0,"""gender""","""male/female""","""who""",0.51,0.84,"""cover_stories""",6
60,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.73,"""priors""",8
60,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.73,"""priors""",9
60,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.5,"""priors""",10
60,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.61,"""priors""",11
60,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.36,"""priors""",12
60,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.53,"""priors""",13
60,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.73,"""priors""",14
60,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.45,"""priors""",15
61,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",0,"""nationality""","""male/female""","""who""",0.45,1,"""cover_stories""",3
61,"""1""","""polite""","""People in their 50&quotechars""",NA,NA,"""People in their 20&quotechars""",0,"""age""","""female/male""","""are""",0.52,0.84,"""cover_stories""",4
61,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""male/female""","""are""",0.59,1,"""cover_stories""",5
61,"""1""","""rational""","""women""",NA,NA,"""men""",0,"""gender""","""male/female""","""who""",0.51,1,"""cover_stories""",6
61,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.86,"""priors""",8
61,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.71,"""priors""",9
61,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.66,"""priors""",10
61,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.6,"""priors""",11
61,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.6,"""priors""",12
61,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.72,"""priors""",13
61,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.65,"""priors""",14
61,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.95,"""priors""",15
62,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",0,"""nationality""","""male/female""","""who""",0.1,0.98,"""cover_stories""",3
62,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",0,"""age""","""female/male""","""are""",0.15,0.93,"""cover_stories""",4
62,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""female/male""","""are""",0.12,0.99,"""cover_stories""",5
62,"""1""","""rational""","""women""",NA,NA,"""men""",0,"""gender""","""male/female""","""who""",0.07,0.97,"""cover_stories""",6
62,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.74,"""priors""",8
62,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.76,"""priors""",9
62,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.75,"""priors""",10
62,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.47,"""priors""",11
62,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.7,"""priors""",12
62,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.82,"""priors""",13
62,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.77,"""priors""",14
62,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.73,"""priors""",15
63,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",0,"""nationality""","""male/female""","""are""",0.74,0.9,"""cover_stories""",3
63,"""1""","""polite""","""People in their 50&quotechars""",NA,NA,"""People in their 20&quotechars""",0,"""age""","""male/female""","""are""",0.65,0.9,"""cover_stories""",4
63,"""1""","""rational""","""men""",NA,NA,"""women""",0,"""gender""","""male/female""","""who""",0.57,0.87,"""cover_stories""",5
63,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""female/male""","""who""",0.55,0.9,"""cover_stories""",6
63,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.77,"""priors""",8
63,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.7,"""priors""",9
63,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.51,"""priors""",10
63,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.67,"""priors""",11
63,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.6,"""priors""",12
63,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.77,"""priors""",13
63,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.55,"""priors""",14
63,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.46,"""priors""",15
64,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""male/female""","""are""",0.52,0.5,"""cover_stories""",3
64,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",0,"""nationality""","""female/male""","""who""",0.47,0.87,"""cover_stories""",4
64,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",0,"""age""","""female/male""","""are""",0.26,0.84,"""cover_stories""",5
64,"""1""","""rational""","""women""",NA,NA,"""men""",0,"""gender""","""male/female""","""who""",0.16,0.98,"""cover_stories""",6
64,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.27,"""priors""",8
64,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.64,"""priors""",9
64,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.72,"""priors""",10
64,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.77,"""priors""",11
64,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.75,"""priors""",12
64,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.59,"""priors""",13
64,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.58,"""priors""",14
64,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.45,"""priors""",15
65,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",1,"""nationality""","""male/female""","""who""",0.55,0.32,"""cover_stories""",3
65,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""male/female""","""who""",0.35,0.41,"""cover_stories""",4
65,"""1""","""polite""","""People in their 50&quotechars""",NA,NA,"""People in their 20&quotechars""",0,"""age""","""female/male""","""are""",0.51,0.5,"""cover_stories""",5
65,"""1""","""rational""","""men""",NA,NA,"""women""",1,"""gender""","""female/male""","""are""",0.66,0.46,"""cover_stories""",6
65,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.47,"""priors""",8
65,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.72,"""priors""",9
65,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.53,"""priors""",10
65,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.46,"""priors""",11
65,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.69,"""priors""",12
65,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.44,"""priors""",13
65,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.71,"""priors""",14
65,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.47,"""priors""",15
66,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",1,"""age""","""male/female""","""who""",0.53,0.73,"""cover_stories""",3
66,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",1,"""political_party""","""male/female""","""are""",0.38,0.75,"""cover_stories""",4
66,"""1""","""rational""","""men""",NA,NA,"""women""",0,"""gender""","""female/male""","""are""",0.32,0.71,"""cover_stories""",5
66,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",0,"""nationality""","""male/female""","""who""",0.31,0.77,"""cover_stories""",6
66,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.66,"""priors""",8
66,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.43,"""priors""",9
66,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.53,"""priors""",10
66,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.65,"""priors""",11
66,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.68,"""priors""",12
66,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.61,"""priors""",13
66,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.67,"""priors""",14
66,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.66,"""priors""",15
67,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""male/female""","""who""",0.07,1,"""cover_stories""",3
67,"""1""","""rational""","""men""",NA,NA,"""women""",0,"""gender""","""male/female""","""who""",0.09,0.98,"""cover_stories""",4
67,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",0,"""age""","""female/male""","""are""",0.48,0.92,"""cover_stories""",5
67,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",0,"""nationality""","""female/male""","""are""",0.49,1,"""cover_stories""",6
67,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.3,"""priors""",8
67,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.1,"""priors""",9
67,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.61,"""priors""",10
67,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.34,"""priors""",11
67,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.83,"""priors""",12
67,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.93,"""priors""",13
67,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.31,"""priors""",14
67,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.76,"""priors""",15
68,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""female/male""","""who""",0.45,0.55,"""cover_stories""",3
68,"""1""","""polite""","""People in their 50&quotechars""",NA,NA,"""People in their 20&quotechars""",0,"""age""","""female/male""","""are""",0.5,0.57,"""cover_stories""",4
68,"""1""","""rational""","""women""",NA,NA,"""men""",0,"""gender""","""female/male""","""who""",0.43,0.65,"""cover_stories""",5
68,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",0,"""nationality""","""male/female""","""are""",0.47,0.69,"""cover_stories""",6
68,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.77,"""priors""",8
68,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.58,"""priors""",9
68,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.27,"""priors""",10
68,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.38,"""priors""",11
68,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.85,"""priors""",12
68,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.48,"""priors""",13
68,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.44,"""priors""",14
68,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.76,"""priors""",15
69,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",0,"""nationality""","""male/female""","""are""",0.51,0.66,"""cover_stories""",3
69,"""1""","""polite""","""People in their 50&quotechars""",NA,NA,"""People in their 20&quotechars""",1,"""age""","""male/female""","""who""",0.53,0.75,"""cover_stories""",4
69,"""1""","""competent""","""Democrats""",NA,NA,"""Republicans""",0,"""political_party""","""female/male""","""who""",0.54,0.52,"""cover_stories""",5
69,"""1""","""rational""","""men""",NA,NA,"""women""",0,"""gender""","""male/female""","""are""",0.51,0.5,"""cover_stories""",6
69,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.51,"""priors""",8
69,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.51,"""priors""",9
69,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.22,"""priors""",10
69,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.78,"""priors""",11
69,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.4,"""priors""",12
69,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.44,"""priors""",13
69,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.46,"""priors""",14
69,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.65,"""priors""",15
70,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""female/male""","""are""",0.54,0.29,"""cover_stories""",3
70,"""1""","""rational""","""women""",NA,NA,"""men""",0,"""gender""","""female/male""","""who""",0.24,0.3,"""cover_stories""",4
70,"""1""","""polite""","""People in their 50&quotechars""",NA,NA,"""People in their 20&quotechars""",0,"""age""","""male/female""","""are""",0.38,0.53,"""cover_stories""",5
70,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",1,"""nationality""","""female/male""","""who""",0.4,0.64,"""cover_stories""",6
70,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.51,"""priors""",8
70,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.31,"""priors""",9
70,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.78,"""priors""",10
70,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.29,"""priors""",11
70,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.48,"""priors""",12
70,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.35,"""priors""",13
70,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.53,"""priors""",14
70,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.55,"""priors""",15
71,"""1""","""rational""","""women""",NA,NA,"""men""",1,"""gender""","""male/female""","""who""",0.46,0.79,"""cover_stories""",3
71,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",0,"""nationality""","""male/female""","""who""",0.37,0.85,"""cover_stories""",4
71,"""1""","""polite""","""People in their 50&quotechars""",NA,NA,"""People in their 20&quotechars""",0,"""age""","""male/female""","""are""",0.35,0.83,"""cover_stories""",5
71,"""1""","""competent""","""Democrats""",NA,NA,"""Republicans""",0,"""political_party""","""male/female""","""are""",0.43,0.76,"""cover_stories""",6
71,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.37,"""priors""",8
71,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.75,"""priors""",9
71,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.73,"""priors""",10
71,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.66,"""priors""",11
71,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.63,"""priors""",12
71,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.58,"""priors""",13
71,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.26,"""priors""",14
71,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.65,"""priors""",15
72,"""1""","""competent""","""Democrats""",NA,NA,"""Republicans""",1,"""political_party""","""male/female""","""are""",0.25,0.56,"""cover_stories""",3
72,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",1,"""nationality""","""male/female""","""who""",0.88,0.24,"""cover_stories""",4
72,"""1""","""rational""","""women""",NA,NA,"""men""",1,"""gender""","""female/male""","""are""",0.81,0.27,"""cover_stories""",5
72,"""1""","""polite""","""People in their 50&quotechars""",NA,NA,"""People in their 20&quotechars""",1,"""age""","""female/male""","""who""",0.38,0.66,"""cover_stories""",6
72,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.71,"""priors""",8
72,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.61,"""priors""",9
72,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.35,"""priors""",10
72,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.16,"""priors""",11
72,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.59,"""priors""",12
72,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.48,"""priors""",13
72,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.58,"""priors""",14
72,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.3,"""priors""",15
73,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",0,"""nationality""","""female/male""","""who""",0.47,0.82,"""cover_stories""",3
